alpha,conflict,beta,error,building,name,website,addrcity,addrstreet,addrhousenumber,amenity,buildinglevels,smoking,wheelchair,healthcare,namefr,namede,nameen,namees,nameit,namenl,namepl,namept,office,alt_name,addrpostcode,email,fax,healthcarecounselling,healthcarespeciality,opening_hours,phone,nameru,tourism,facebook,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,capacity,parking,access,fee,supervised,surface,operator,dispensing,nameold,wikidata,contactinstagram,emergency,park_ride,drive_through,paymentcash,paymentcredit_cards,paymentdebit_cards,designation,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,crossing,highway,crossing_ref,source,kerb,traffic_signalsdirection,traffic_signals,direction,lanes,taxi,lanesboth_ways,maxspeed,old_name,oneway,parkinglaneboth,service,parkinglane,FIXME,junction,bicycle,cycleway,foot,horse,noexit,sidewalk,parkinglaneleft,covered,parkinglaneright,destination,maxweight,motor_vehicle
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,zebra,Esri,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway footway,crossing,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
